"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","229","Step 3: Modify Record Information via PUT","","2026-06-06","passed","2026-06-06","ReqRes API E2E Management Pipeline","reqres-e2e.spec.js","",""
"","131","Step 4: Purge System Record and Clean Environment","","2026-06-06","passed","2026-06-06","ReqRes API E2E Management Pipeline","reqres-e2e.spec.js","",""
"","138","Step 2: Create a New System Record","","2026-06-06","passed","2026-06-06","ReqRes API E2E Management Pipeline","reqres-e2e.spec.js","",""
"","695","Step 1: Authenticate and Fetch Bearer Token","","2026-06-06","passed","2026-06-06","ReqRes API E2E Management Pipeline","reqres-e2e.spec.js","",""
